Wavelength,Value,Boxcolor,Lightintensity
800,5.33E-02,blue,low
800.5,6.33E-02,blue,low
801,6.03E-02,blue,low
801.5,5.34E-02,blue,low
802,4.49E-02,blue,low
802.5,3.56E-02,blue,low
803,2.82E-02,blue,low
803.5,2.39E-02,blue,low
804,1.97E-02,blue,low
804.5,1.77E-02,blue,low
805,1.55E-02,blue,low
805.5,1.41E-02,blue,low
806,1.33E-02,blue,low
806.5,1.30E-02,blue,low
807,1.26E-02,blue,low
807.5,1.33E-02,blue,low
808,2.00E-02,blue,low
808.5,3.33E-02,blue,low
809,6.11E-02,blue,low
809.5,1.10E-01,blue,low
810,1.68E-01,blue,low
810.5,2.07E-01,blue,low
811,2.09E-01,blue,low
811.5,1.86E-01,blue,low
812,1.51E-01,blue,low
812.5,1.17E-01,blue,low
813,8.81E-02,blue,low
813.5,6.64E-02,blue,low
814,5.08E-02,blue,low
814.5,3.98E-02,blue,low
815,3.00E-02,blue,low
815.5,2.49E-02,blue,low
816,2.08E-02,blue,low
816.5,1.77E-02,blue,low
817,1.61E-02,blue,low
817.5,1.41E-02,blue,low
818,1.44E-02,blue,low
818.5,1.31E-02,blue,low
819,1.32E-02,blue,low
819.5,1.13E-02,blue,low
820,1.06E-02,blue,low
820.5,1.08E-02,blue,low
821,1.10E-02,blue,low
821.5,8.72E-03,blue,low
822,8.77E-03,blue,low
822.5,1.00E-02,blue,low
823,9.49E-03,blue,low
823.5,9.12E-03,blue,low
824,1.10E-02,blue,low
824.5,1.62E-02,blue,low
825,2.14E-02,blue,low
825.5,2.72E-02,blue,low
826,2.80E-02,blue,low
826.5,2.60E-02,blue,low
827,2.29E-02,blue,low
827.5,1.90E-02,blue,low
828,1.61E-02,blue,low
828.5,1.35E-02,blue,low
829,1.29E-02,blue,low
829.5,1.23E-02,blue,low
830,1.11E-02,blue,low
830.5,9.82E-03,blue,low
831,9.38E-03,blue,low
831.5,8.28E-03,blue,low
832,7.56E-03,blue,low
832.5,8.54E-03,blue,low
833,9.08E-03,blue,low
833.5,9.05E-03,blue,low
834,8.11E-03,blue,low
834.5,8.39E-03,blue,low
835,8.37E-03,blue,low
835.5,7.83E-03,blue,low
836,7.89E-03,blue,low
836.5,1.06E-02,blue,low
837,9.41E-03,blue,low
837.5,1.12E-02,blue,low
838,1.20E-02,blue,low
838.5,1.98E-02,blue,low
839,3.20E-02,blue,low
839.5,4.45E-02,blue,low
840,6.16E-02,blue,low
840.5,7.95E-02,blue,low
841,9.79E-02,blue,low
841.5,1.06E-01,blue,low
842,1.02E-01,blue,low
842.5,8.81E-02,blue,low
843,7.19E-02,blue,low
843.5,5.71E-02,blue,low
844,4.56E-02,blue,low
844.5,3.47E-02,blue,low
845,2.68E-02,blue,low
845.5,2.04E-02,blue,low
846,1.64E-02,blue,low
846.5,1.47E-02,blue,low
847,1.22E-02,blue,low
847.5,1.06E-02,blue,low
848,1.04E-02,blue,low
848.5,9.45E-03,blue,low
849,8.11E-03,blue,low
849.5,9.34E-03,blue,low
850,1.43E-02,blue,low
850.5,2.16E-02,blue,low
851,2.57E-02,blue,low
851.5,2.60E-02,blue,low
852,2.48E-02,blue,low
852.5,2.30E-02,blue,low
853,1.86E-02,blue,low
853.5,1.74E-02,blue,low
854,1.57E-02,blue,low
854.5,1.30E-02,blue,low
855,1.16E-02,blue,low
855.5,1.03E-02,blue,low
856,9.39E-03,blue,low
856.5,8.74E-03,blue,low
857,8.80E-03,blue,low
857.5,6.31E-03,blue,low
858,5.86E-03,blue,low
858.5,6.07E-03,blue,low
859,6.76E-03,blue,low
859.5,7.10E-03,blue,low
860,7.25E-03,blue,low
860.5,7.78E-03,blue,low
861,6.96E-03,blue,low
861.5,7.27E-03,blue,low
862,7.34E-03,blue,low
862.5,7.28E-03,blue,low
863,6.93E-03,blue,low
863.5,7.07E-03,blue,low
864,6.75E-03,blue,low
864.5,7.85E-03,blue,low
865,8.53E-03,blue,low
865.5,9.73E-03,blue,low
866,8.51E-03,blue,low
866.5,9.24E-03,blue,low
867,7.84E-03,blue,low
867.5,8.80E-03,blue,low
868,9.83E-03,blue,low
868.5,9.06E-03,blue,low
869,7.48E-03,blue,low
869.5,7.32E-03,blue,low
870,5.12E-03,blue,low
870.5,4.99E-03,blue,low
871,6.61E-03,blue,low
871.5,7.31E-03,blue,low
872,7.87E-03,blue,low
872.5,5.75E-03,blue,low
873,5.80E-03,blue,low
873.5,9.11E-03,blue,low
874,8.52E-03,blue,low
874.5,1.06E-02,blue,low
875,1.01E-02,blue,low
875.5,6.94E-03,blue,low
876,5.91E-03,blue,low
876.5,6.75E-03,blue,low
877,5.47E-03,blue,low
877.5,7.70E-03,blue,low
878,5.43E-03,blue,low
878.5,5.24E-03,blue,low
879,3.70E-03,blue,low
879.5,1.89E-03,blue,low
880,2.35E-03,blue,low
880.5,5.69E-03,blue,low
881,4.53E-03,blue,low
881.5,3.13E-03,blue,low
882,2.44E-03,blue,low
882.5,4.37E-03,blue,low
883,3.21E-03,blue,low
883.5,1.73E-03,blue,low
884,2.56E-03,blue,low
884.5,2.60E-03,blue,low
885,3.63E-03,blue,low
885.5,3.33E-03,blue,low
886,4.71E-03,blue,low
886.5,6.10E-03,blue,low
887,4.71E-03,blue,low
887.5,3.70E-03,blue,low
888,1.05E-03,blue,low
888.5,2.72E-03,blue,low
889,2.80E-03,blue,low
889.5,5.26E-03,blue,low
890,4.93E-03,blue,low
890.5,4.38E-03,blue,low
891,2.98E-03,blue,low
891.5,4.87E-03,blue,low
892,4.63E-03,blue,low
892.5,5.61E-04,blue,low
893,2.72E-03,blue,low
893.5,6.36E-03,blue,low
894,4.37E-03,blue,low
894.5,5.38E-03,blue,low
895,5.20E-03,blue,low
895.5,8.94E-03,blue,low
896,9.24E-03,blue,low
896.5,8.06E-03,blue,low
897,8.67E-03,blue,low
897.5,5.61E-03,blue,low
898,3.92E-03,blue,low
898.5,4.83E-03,blue,low
899,5.16E-03,blue,low
899.5,5.34E-03,blue,low
900,5.65E-03,blue,low
900.5,7.74E-03,blue,low
901,7.25E-03,blue,low
901.5,7.05E-03,blue,low
902,7.22E-03,blue,low
902.5,6.65E-03,blue,low
903,7.86E-03,blue,low
903.5,4.62E-03,blue,low
904,7.39E-03,blue,low
904.5,5.61E-03,blue,low
905,5.85E-03,blue,low
905.5,7.05E-03,blue,low
906,9.07E-03,blue,low
906.5,7.27E-03,blue,low
907,5.90E-03,blue,low
907.5,8.31E-03,blue,low
908,7.51E-03,blue,low
908.5,6.88E-03,blue,low
909,8.47E-03,blue,low
909.5,1.11E-02,blue,low
910,2.73E-02,blue,low
910.5,4.98E-02,blue,low
911,7.29E-02,blue,low
911.5,8.57E-02,blue,low
912,8.41E-02,blue,low
912.5,7.72E-02,blue,low
913,6.72E-02,blue,low
913.5,5.41E-02,blue,low
914,3.94E-02,blue,low
914.5,3.25E-02,blue,low
915,2.62E-02,blue,low
915.5,2.05E-02,blue,low
916,1.43E-02,blue,low
916.5,1.11E-02,blue,low
917,8.47E-03,blue,low
917.5,7.58E-03,blue,low
918,6.12E-03,blue,low
918.5,3.92E-03,blue,low
919,2.56E-03,blue,low
919.5,2.27E-03,blue,low
920,6.08E-03,blue,low
920.5,7.06E-03,blue,low
921,1.48E-02,blue,low
921.5,2.18E-02,blue,low
922,2.38E-02,blue,low
922.5,2.12E-02,blue,low
923,2.08E-02,blue,low
923.5,1.80E-02,blue,low
924,1.66E-02,blue,low
924.5,1.51E-02,blue,low
925,1.03E-02,blue,low
925.5,8.72E-03,blue,low
926,8.47E-03,blue,low
926.5,6.96E-03,blue,low
927,8.47E-03,blue,low
927.5,9.40E-03,blue,low
928,7.52E-03,blue,low
928.5,5.51E-03,blue,low
929,2.72E-03,blue,low
929.5,4.09E-03,blue,low
930,3.01E-03,blue,low
930.5,7.29E-03,blue,low
931,9.10E-03,blue,low
931.5,7.47E-03,blue,low
932,6.96E-03,blue,low
932.5,6.59E-03,blue,low
933,7.47E-03,blue,low
933.5,5.02E-03,blue,low
934,7.55E-03,blue,low
934.5,9.92E-03,blue,low
935,1.09E-02,blue,low
935.5,1.28E-02,blue,low
936,7.55E-03,blue,low
936.5,8.02E-03,blue,low
937,9.21E-03,blue,low
937.5,6.90E-03,blue,low
938,6.36E-03,blue,low
938.5,2.69E-03,blue,low
939,3.31E-03,blue,low
939.5,4.64E-03,blue,low
940,2.61E-03,blue,low
940.5,3.88E-03,blue,low
941,9.19E-04,blue,low
941.5,3.11E-05,blue,low
942,0.00E+00,blue,low
942.5,2.31E-03,blue,low
943,4.39E-03,blue,low
943.5,1.53E-03,blue,low
944,6.57E-03,blue,low
944.5,7.09E-03,blue,low
945,7.31E-03,blue,low
945.5,5.56E-03,blue,low
946,3.11E-03,blue,low
946.5,1.02E-02,blue,low
947,7.83E-03,blue,low
947.5,7.43E-03,blue,low
948,8.31E-03,blue,low
948.5,3.31E-03,blue,low
949,5.32E-03,blue,low
949.5,9.55E-03,blue,low
950,1.27E-02,blue,low
950.5,1.02E-02,blue,low
951,1.17E-02,blue,low
951.5,1.69E-02,blue,low
952,8.35E-03,blue,low
952.5,1.09E-02,blue,low
953,6.39E-03,blue,low
953.5,2.99E-03,blue,low
954,4.68E-03,blue,low
954.5,7.87E-03,blue,low
955,3.16E-03,blue,low
955.5,6.78E-03,blue,low
956,1.73E-04,blue,low
956.5,2.68E-03,blue,low
957,7.57E-04,blue,low
957.5,2.95E-03,blue,low
958,7.90E-03,blue,low
958.5,1.07E-02,blue,low
959,8.69E-03,blue,low
959.5,6.56E-03,blue,low
960,1.25E-02,blue,low
960.5,9.04E-03,blue,low
961,9.40E-03,blue,low
961.5,3.76E-03,blue,low
962,4.43E-03,blue,low
962.5,0.00E+00,blue,low
963,6.08E-03,blue,low
963.5,5.38E-03,blue,low
964,1.01E-02,blue,low
964.5,3.06E-02,blue,low
965,3.34E-02,blue,low
965.5,3.42E-02,blue,low
966,3.32E-02,blue,low
966.5,2.83E-02,blue,low
967,1.72E-02,blue,low
967.5,1.42E-02,blue,low
968,1.52E-02,blue,low
968.5,9.98E-03,blue,low
969,5.62E-03,blue,low
969.5,1.18E-02,blue,low
970,1.39E-02,blue,low
970.5,9.16E-03,blue,low
971,4.72E-03,blue,low
971.5,2.42E-03,blue,low
972,2.29E-03,blue,low
972.5,0.00E+00,blue,low
973,5.00E-03,blue,low
973.5,1.36E-02,blue,low
974,1.89E-02,blue,low
974.5,2.07E-02,blue,low
975,1.51E-02,blue,low
975.5,9.43E-03,blue,low
976,1.06E-02,blue,low
976.5,1.82E-02,blue,low
977,1.83E-02,blue,low
977.5,1.08E-02,blue,low
978,1.03E-02,blue,low
978.5,8.27E-03,blue,low
979,1.41E-02,blue,low
979.5,1.50E-02,blue,low
980,1.05E-02,blue,low
980.5,1.32E-02,blue,low
981,1.55E-02,blue,low
981.5,1.08E-02,blue,low
982,1.11E-02,blue,low
982.5,3.06E-03,blue,low
983,0.00E+00,blue,low
983.5,3.53E-03,blue,low
984,2.23E-02,blue,low
984.5,1.22E-02,blue,low
985,6.64E-03,blue,low
985.5,4.08E-04,blue,low
986,3.65E-03,blue,low
986.5,7.20E-03,blue,low
987,9.94E-03,blue,low
987.5,1.72E-02,blue,low
988,1.91E-03,blue,low
988.5,0.00E+00,blue,low
989,0.00E+00,blue,low
989.5,0.00E+00,blue,low
990,0.00E+00,blue,low
990.5,1.13E-04,blue,low
991,5.38E-03,blue,low
991.5,5.38E-03,blue,low
992,8.60E-03,blue,low
992.5,8.02E-03,blue,low
993,6.97E-04,blue,low
993.5,0.00E+00,blue,low
994,5.55E-04,blue,low
994.5,5.47E-03,blue,low
995,5.97E-03,blue,low
995.5,9.74E-03,blue,low
996,1.37E-02,blue,low
996.5,5.27E-03,blue,low
997,5.19E-03,blue,low
997.5,5.52E-03,blue,low
998,5.92E-03,blue,low
998.5,2.13E-02,blue,low
999,5.81E-03,blue,low
999.5,6.69E-03,blue,low
1000,2.49E-03,blue,low
1000.5,5.48E-03,blue,low
1001,0.00E+00,blue,low
1001.5,0.00E+00,blue,low
1002,0.00E+00,blue,low
1002.5,0.00E+00,blue,low
1003,0.00E+00,blue,low
1003.5,0.00E+00,blue,low
1004,3.73E-04,blue,low
1004.5,0.00E+00,blue,low
1005,0.00E+00,blue,low
1005.5,0.00E+00,blue,low
1006,0.00E+00,blue,low
1006.5,0.00E+00,blue,low
1007,0.00E+00,blue,low
1007.5,0.00E+00,blue,low
1008,0.00E+00,blue,low
1008.5,0.00E+00,blue,low
1009,0.00E+00,blue,low
1009.5,0.00E+00,blue,low
1010,0.00E+00,blue,low
1010.5,0.00E+00,blue,low
1011,4.90E-03,blue,low
1011.5,1.71E-02,blue,low
1012,7.98E-02,blue,low
1012.5,2.28E-01,blue,low
1013,3.95E-01,blue,low
1013.5,4.94E-01,blue,low
1014,5.08E-01,blue,low
1014.5,4.82E-01,blue,low
1015,4.55E-01,blue,low
1015.5,3.98E-01,blue,low
1016,3.55E-01,blue,low
1016.5,2.97E-01,blue,low
1017,2.46E-01,blue,low
1017.5,2.09E-01,blue,low
1018,1.74E-01,blue,low
1018.5,1.43E-01,blue,low
1019,7.37E-02,blue,low
1019.5,7.49E-02,blue,low
1020,4.33E-02,blue,low
1020.5,2.23E-02,blue,low
1021,3.26E-02,blue,low
1021.5,4.66E-02,blue,low
1022,2.93E-02,blue,low
1022.5,1.93E-02,blue,low
1023,2.10E-02,blue,low
1023.5,2.15E-02,blue,low
1024,3.44E-02,blue,low
1024.5,2.60E-02,blue,low
1025,3.84E-02,blue,low
1025.5,3.57E-02,blue,low
1026,2.65E-03,blue,low
1026.5,2.39E-02,blue,low
1027,1.79E-02,blue,low
1027.5,3.10E-04,blue,low
1028,2.35E-03,blue,low
1028.5,1.39E-02,blue,low
1029,1.87E-02,blue,low
1029.5,1.85E-02,blue,low
1030,7.80E-02,blue,low
1030.5,8.70E-02,blue,low
1031,7.61E-03,blue,low
1031.5,5.66E-02,blue,low
1032,4.73E-02,blue,low
1032.5,6.79E-02,blue,low
1033,6.25E-02,blue,low
1033.5,7.54E-02,blue,low
1034,5.13E-02,blue,low
1034.5,5.85E-02,blue,low
1035,4.34E-02,blue,low
1035.5,5.37E-02,blue,low
1036,4.84E-02,blue,low
1036.5,4.88E-02,blue,low
1037,3.73E-02,blue,low
1037.5,3.84E-02,blue,low
1038,3.76E-02,blue,low
1038.5,7.15E-02,blue,low
1039,5.12E-02,blue,low
1039.5,4.21E-02,blue,low
1040,3.19E-02,blue,low
1040.5,5.50E-02,blue,low
1041,3.47E-02,blue,low
1041.5,8.72E-02,blue,low
1042,9.76E-02,blue,low
1042.5,8.07E-02,blue,low
1043,2.00E-02,blue,low
1043.5,5.75E-02,blue,low
1044,1.92E-02,blue,low
1044.5,9.81E-02,blue,low
1045,1.10E-01,blue,low
1045.5,1.12E-01,blue,low
1046,9.78E-02,blue,low
1046.5,4.73E-02,blue,low
1047,1.67E-02,blue,low
1047.5,5.24E-03,blue,low
1048,0.00E+00,blue,low
1048.5,0.00E+00,blue,low
1049,2.60E-02,blue,low
1049.5,4.60E-02,blue,low
1050,1.32E-02,blue,low
1050.5,6.38E-02,blue,low
1051,2.79E-02,blue,low
1051.5,2.07E-02,blue,low
1052,2.27E-03,blue,low
1052.5,0.00E+00,blue,low
1053,0.00E+00,blue,low
1053.5,0.00E+00,blue,low
1054,0.00E+00,blue,low
1054.5,0.00E+00,blue,low
1055,0.00E+00,blue,low
1055.5,0.00E+00,blue,low
1056,0.00E+00,blue,low
1056.5,0.00E+00,blue,low
1057,1.39E-02,blue,low
1057.5,3.09E-02,blue,low
1058,0.00E+00,blue,low
1058.5,2.55E-03,blue,low
1059,5.16E-02,blue,low
1059.5,1.20E-01,blue,low
1060,2.11E-01,blue,low
1060.5,1.70E-01,blue,low
1061,1.28E-01,blue,low
1061.5,1.90E-01,blue,low
1062,4.11E-02,blue,low
1062.5,1.84E-01,blue,low
1063,8.41E-02,blue,low
1063.5,1.04E-01,blue,low
1064,1.28E-01,blue,low
1064.5,4.55E-02,blue,low
1065,4.53E-02,blue,low
1065.5,9.79E-02,blue,low
1066,1.04E-01,blue,low
1066.5,1.39E-01,blue,low
1067,1.55E-01,blue,low
1067.5,7.24E-02,blue,low
1068,5.69E-02,blue,low
1068.5,3.88E-02,blue,low
1069,4.09E-02,blue,low
1069.5,9.98E-02,blue,low
1070,9.71E-02,blue,low
1070.5,1.63E-01,blue,low
1071,1.68E-01,blue,low
1071.5,6.52E-02,blue,low
1072,3.23E-02,blue,low
1072.5,3.60E-02,blue,low
1073,1.68E-02,blue,low
1073.5,2.53E-03,blue,low
1074,0.00E+00,blue,low
1074.5,0.00E+00,blue,low
1075,3.04E-04,blue,low
1075.5,7.47E-02,blue,low
1076,6.32E-02,blue,low
1076.5,4.74E-02,blue,low
1077,2.62E-02,blue,low
1077.5,2.20E-02,blue,low
1078,1.21E-01,blue,low
1078.5,1.68E-01,blue,low
1079,1.15E-01,blue,low
1079.5,9.34E-02,blue,low
1080,1.46E-01,blue,low
1080.5,3.70E-02,blue,low
1081,1.51E-01,blue,low
1081.5,1.78E-01,blue,low
1082,1.19E-01,blue,low
1082.5,9.27E-02,blue,low
1083,6.65E-02,blue,low
1083.5,1.50E-01,blue,low
1084,2.30E-01,blue,low
1084.5,1.87E-01,blue,low
1085,1.53E-01,blue,low
1085.5,1.54E-01,blue,low
1086,1.72E-01,blue,low
1086.5,1.89E-01,blue,low
1087,1.68E-01,blue,low
1087.5,2.02E-01,blue,low
1088,2.14E-01,blue,low
1088.5,2.80E-01,blue,low
1089,2.42E-01,blue,low
1089.5,9.75E-02,blue,low
1090,1.66E-01,blue,low
1090.5,1.32E-01,blue,low
1091,1.81E-01,blue,low
1091.5,1.61E-01,blue,low
1092,3.53E-02,blue,low
1092.5,5.09E-02,blue,low
1093,0.00E+00,blue,low
1093.5,0.00E+00,blue,low
1094,5.32E-02,blue,low
1094.5,2.32E-02,blue,low
1095,0.00E+00,blue,low
1095.5,0.00E+00,blue,low
1096,0.00E+00,blue,low
1096.5,0.00E+00,blue,low
1097,0.00E+00,blue,low
1097.5,0.00E+00,blue,low
1098,1.68E-02,blue,low
1098.5,7.85E-02,blue,low
1099,1.96E-02,blue,low
1099.5,0.00E+00,blue,low
1100,0.00E+00,blue,low
1100.5,0.00E+00,blue,low
1101,0.00E+00,blue,low
1101.5,0.00E+00,blue,low
1102,0.00E+00,blue,low
1102.5,0.00E+00,blue,low
1103,0.00E+00,blue,low
1103.5,0.00E+00,blue,low
1104,0.00E+00,blue,low
1104.5,0.00E+00,blue,low
1105,0.00E+00,blue,low
1105.5,0.00E+00,blue,low
1106,0.00E+00,blue,low
1106.5,0.00E+00,blue,low
1107,0.00E+00,blue,low
1107.5,0.00E+00,blue,low
1108,0.00E+00,blue,low
1108.5,0.00E+00,blue,low
1109,0.00E+00,blue,low
1109.5,0.00E+00,blue,low
1110,0.00E+00,blue,low
1110.5,0.00E+00,blue,low
1111,0.00E+00,blue,low
1111.5,0.00E+00,blue,low
1112,0.00E+00,blue,low
1112.5,0.00E+00,blue,low
1113,0.00E+00,blue,low
1113.5,0.00E+00,blue,low
1114,0.00E+00,blue,low
1114.5,0.00E+00,blue,low
1115,0.00E+00,blue,low
1115.5,0.00E+00,blue,low
1116,0.00E+00,blue,low
1116.5,0.00E+00,blue,low
1117,0.00E+00,blue,low
1117.5,0.00E+00,blue,low
1118,0.00E+00,blue,low
1118.5,0.00E+00,blue,low
1119,0.00E+00,blue,low
1119.5,0.00E+00,blue,low
1120,0.00E+00,blue,low
1120.5,0.00E+00,blue,low
1121,0.00E+00,blue,low
1121.5,0.00E+00,blue,low
1122,0.00E+00,blue,low
1122.5,0.00E+00,blue,low
1123,0.00E+00,blue,low
1123.5,0.00E+00,blue,low
1124,0.00E+00,blue,low
1124.5,0.00E+00,blue,low
1125,0.00E+00,blue,low
1125.5,0.00E+00,blue,low
1126,0.00E+00,blue,low
1126.5,0.00E+00,blue,low
1127,0.00E+00,blue,low
1127.5,0.00E+00,blue,low
1128,0.00E+00,blue,low
1128.5,0.00E+00,blue,low
1129,0.00E+00,blue,low
1129.5,0.00E+00,blue,low
1130,0.00E+00,blue,low
1130.5,0.00E+00,blue,low
1131,0.00E+00,blue,low
1131.5,0.00E+00,blue,low
1132,0.00E+00,blue,low
1132.5,0.00E+00,blue,low
1133,0.00E+00,blue,low
1133.5,0.00E+00,blue,low
1134,0.00E+00,blue,low
1134.5,0.00E+00,blue,low
1135,0.00E+00,blue,low
1135.5,0.00E+00,blue,low
1136,0.00E+00,blue,low
1136.5,0.00E+00,blue,low
1137,0.00E+00,blue,low
1137.5,0.00E+00,blue,low
1138,0.00E+00,blue,low
1138.5,0.00E+00,blue,low
1139,0.00E+00,blue,low
1139.5,0.00E+00,blue,low
1140,0.00E+00,blue,low
1140.5,0.00E+00,blue,low
1141,0.00E+00,blue,low
1141.5,0.00E+00,blue,low
1142,0.00E+00,blue,low
1142.5,0.00E+00,blue,low
1143,0.00E+00,blue,low
1143.5,0.00E+00,blue,low
1144,0.00E+00,blue,low
1144.5,0.00E+00,blue,low
1145,0.00E+00,blue,low
1145.5,0.00E+00,blue,low
1146,0.00E+00,blue,low
1146.5,0.00E+00,blue,low
1147,0.00E+00,blue,low
1147.5,0.00E+00,blue,low
1148,0.00E+00,blue,low
1148.5,0.00E+00,blue,low
1149,0.00E+00,blue,low
1149.5,0.00E+00,blue,low
1150,0.00E+00,blue,low
1150.5,0.00E+00,blue,low
1151,0.00E+00,blue,low
1151.5,0.00E+00,blue,low
1152,0.00E+00,blue,low
1152.5,0.00E+00,blue,low
1153,0.00E+00,blue,low
1153.5,0.00E+00,blue,low
1154,0.00E+00,blue,low
1154.5,0.00E+00,blue,low
1155,0.00E+00,blue,low
1155.5,0.00E+00,blue,low
1156,0.00E+00,blue,low
1156.5,0.00E+00,blue,low
1157,0.00E+00,blue,low
1157.5,0.00E+00,blue,low
1158,0.00E+00,blue,low
1158.5,0.00E+00,blue,low
1159,0.00E+00,blue,low
1159.5,0.00E+00,blue,low
1160,0.00E+00,blue,low
1160.5,0.00E+00,blue,low
1161,0.00E+00,blue,low
1161.5,0.00E+00,blue,low
1162,0.00E+00,blue,low
1162.5,0.00E+00,blue,low
1163,0.00E+00,blue,low
1163.5,0.00E+00,blue,low
1164,0.00E+00,blue,low
1164.5,0.00E+00,blue,low
1165,0.00E+00,blue,low
1165.5,0.00E+00,blue,low
1166,0.00E+00,blue,low
1166.5,0.00E+00,blue,low
1167,0.00E+00,blue,low
1167.5,0.00E+00,blue,low
1168,0.00E+00,blue,low
1168.5,0.00E+00,blue,low
1169,0.00E+00,blue,low
1169.5,0.00E+00,blue,low
1170,0.00E+00,blue,low
1170.5,0.00E+00,blue,low
1171,0.00E+00,blue,low
1171.5,0.00E+00,blue,low
1172,0.00E+00,blue,low
1172.5,0.00E+00,blue,low
1173,0.00E+00,blue,low
1173.5,0.00E+00,blue,low
1174,0.00E+00,blue,low
1174.5,0.00E+00,blue,low
1175,0.00E+00,blue,low
1175.5,0.00E+00,blue,low
1176,0.00E+00,blue,low
1176.5,0.00E+00,blue,low
1177,0.00E+00,blue,low
1177.5,0.00E+00,blue,low
1178,0.00E+00,blue,low
1178.5,0.00E+00,blue,low
1179,0.00E+00,blue,low
1179.5,0.00E+00,blue,low
1180,0.00E+00,blue,low
1180.5,0.00E+00,blue,low
1181,0.00E+00,blue,low
1181.5,0.00E+00,blue,low
1182,0.00E+00,blue,low
1182.5,0.00E+00,blue,low
1183,0.00E+00,blue,low
1183.5,0.00E+00,blue,low
1184,0.00E+00,blue,low
1184.5,0.00E+00,blue,low
338,0.00E+00,clear,low
338.5,0.00E+00,clear,low
339,0.00E+00,clear,low
339.5,0.00E+00,clear,low
340,0.00E+00,clear,low
340.5,0.00E+00,clear,low
341,0.00E+00,clear,low
341.5,0.00E+00,clear,low
342,0.00E+00,clear,low
342.5,0.00E+00,clear,low
343,0.00E+00,clear,low
343.5,0.00E+00,clear,low
344,0.00E+00,clear,low
344.5,0.00E+00,clear,low
345,0.00E+00,clear,low
345.5,0.00E+00,clear,low
346,0.00E+00,clear,low
346.5,0.00E+00,clear,low
347,0.00E+00,clear,low
347.5,0.00E+00,clear,low
348,0.00E+00,clear,low
348.5,0.00E+00,clear,low
349,0.00E+00,clear,low
349.5,0.00E+00,clear,low
350,3.70E-07,clear,low
350.5,2.65E-03,clear,low
351,2.83E-03,clear,low
351.5,2.64E-03,clear,low
352,1.60E-03,clear,low
352.5,2.56E-03,clear,low
353,2.54E-03,clear,low
353.5,3.01E-03,clear,low
354,3.20E-03,clear,low
354.5,1.08E-03,clear,low
355,5.95E-05,clear,low
355.5,1.02E-03,clear,low
356,1.91E-03,clear,low
356.5,2.86E-03,clear,low
357,1.33E-03,clear,low
357.5,2.25E-03,clear,low
358,1.70E-03,clear,low
358.5,2.06E-03,clear,low
359,1.88E-03,clear,low
359.5,1.52E-03,clear,low
360,2.38E-03,clear,low
360.5,2.97E-03,clear,low
361,1.95E-03,clear,low
361.5,4.20E-03,clear,low
362,5.72E-03,clear,low
362.5,9.54E-03,clear,low
363,1.71E-02,clear,low
363.5,2.57E-02,clear,low
364,3.20E-02,clear,low
364.5,3.58E-02,clear,low
365,3.16E-02,clear,low
365.5,2.59E-02,clear,low
366,2.07E-02,clear,low
366.5,1.56E-02,clear,low
367,1.11E-02,clear,low
367.5,8.50E-03,clear,low
368,6.34E-03,clear,low
368.5,4.96E-03,clear,low
369,3.57E-03,clear,low
369.5,2.53E-03,clear,low
370,4.15E-03,clear,low
370.5,3.96E-03,clear,low
371,3.35E-03,clear,low
371.5,3.79E-03,clear,low
372,4.90E-03,clear,low
372.5,5.22E-03,clear,low
373,5.59E-03,clear,low
373.5,4.91E-03,clear,low
374,6.02E-03,clear,low
374.5,6.93E-03,clear,low
375,6.86E-03,clear,low
375.5,6.93E-03,clear,low
376,7.32E-03,clear,low
376.5,8.84E-03,clear,low
377,7.65E-03,clear,low
377.5,7.87E-03,clear,low
378,8.15E-03,clear,low
378.5,8.40E-03,clear,low
379,8.81E-03,clear,low
379.5,8.78E-03,clear,low
380,9.52E-03,clear,low
380.5,9.94E-03,clear,low
381,1.01E-02,clear,low
381.5,1.04E-02,clear,low
382,1.09E-02,clear,low
382.5,1.17E-02,clear,low
383,1.23E-02,clear,low
383.5,1.26E-02,clear,low
384,1.29E-02,clear,low
384.5,1.39E-02,clear,low
385,1.40E-02,clear,low
385.5,1.46E-02,clear,low
386,1.54E-02,clear,low
386.5,1.57E-02,clear,low
387,1.54E-02,clear,low
387.5,1.61E-02,clear,low
388,1.71E-02,clear,low
388.5,1.77E-02,clear,low
389,1.87E-02,clear,low
389.5,1.91E-02,clear,low
390,1.98E-02,clear,low
390.5,2.07E-02,clear,low
391,2.06E-02,clear,low
391.5,2.11E-02,clear,low
392,2.18E-02,clear,low
392.5,2.23E-02,clear,low
393,2.33E-02,clear,low
393.5,2.42E-02,clear,low
394,2.50E-02,clear,low
394.5,2.49E-02,clear,low
395,2.62E-02,clear,low
395.5,2.69E-02,clear,low
396,2.84E-02,clear,low
396.5,2.86E-02,clear,low
397,2.95E-02,clear,low
397.5,3.08E-02,clear,low
398,3.16E-02,clear,low
398.5,3.23E-02,clear,low
399,3.30E-02,clear,low
399.5,3.41E-02,clear,low
400,3.59E-02,clear,low
400.5,3.67E-02,clear,low
401,3.99E-02,clear,low
401.5,4.89E-02,clear,low
402,7.86E-02,clear,low
402.5,1.48E-01,clear,low
403,2.71E-01,clear,low
403.5,4.15E-01,clear,low
404,5.08E-01,clear,low
404.5,5.07E-01,clear,low
405,4.31E-01,clear,low
405.5,3.28E-01,clear,low
406,2.50E-01,clear,low
